Index,Form,Tense,Voice,Predicate,V POS,Head Word,Head Word POS,Phrase type,Path,Relative Position,Target
1066,v,f,a,contain,VB,16,CD,NP,VB1VP0NP0,1,ARG1
1067,v,f,a,face,VB,Cray,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1068,v,f,a,face,VB,also,RB,ADVP,VB1VP1VP1S0ADVP0,0,ARGM-DIS
1069,v,f,a,face,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1070,v,f,a,face,VB,intense,JJ,NP,VB1VP0NP0,1,ARG1
1071,v,n,a,has,VBZ,Cray,NNP,NP,VBZ1VP1S1SBAR1SBAR1NP0NP0,0,ARG0
1072,v,n,a,has,VBZ,about,RB,NP,VBZ1VP0NP0,1,ARG1
1073,p,n,p,expected,VBN,Cray,NNP,NP,VBN1VP1VP1S1SBAR1SBAR1NP0NP0,0,ARG1
1074,i,-,a,roll,VB,Cray,NNP,NP,VB1VP1VP1S1VP1VP1S1SBAR1SBAR1NP0NP0,0,ARG0
1075,i,-,a,roll,VB,the,DT,NP,VB1VP0NP0,1,ARG1
1076,i,-,a,roll,VB,in,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
1077,v,f,a,compete,VB,The,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1078,v,f,a,compete,VB,also,RB,ADVP,VB1VP1VP1S0ADVP0,0,ARGM-DIS
1079,v,f,a,compete,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1080,v,f,a,compete,VB,with,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG1-with
1081,v,p,a,said,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1082,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1083,v,n,a,believes,VBZ,it,PRP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
1084,v,n,a,believes,VBZ,0,-NONE-,SBAR,VBZ1VP0SBAR0,1,ARG1
1085,p,-,p,priced,VBN,supercomputers,NNS,NP,VBN1VP1NP0NP0,0,ARG1
1086,p,-,p,priced,VBN,$,$,NP,VBN1VP0PP0NP0,1,ARG2-between
1087,i,-,a,receive,VB,Cray,NNP,NP-SBJ-1,VB1VP1VP1S1VP1S0NP-SBJ-10,0,ARG0
1088,i,-,a,receive,VB,one,CD,NP,VB1VP0NP0,1,ARG1
1089,i,-,a,receive,VB,for,IN,PP,VB1VP0PP0,1,ARG3-for
1090,i,-,a,receive,VB,in,IN,PP-LOC,VB1VP0PP-LOC0,1,ARGM-LOC
1091,v,n,a,own,VBP,they,PRP,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
1092,v,n,a,own,VBP,every,DT,NP,VBP1VP1S1SBAR1NP0NP0,0,ARG1
1093,p,-,p,expected,VBN,a,DT,NP,VBN1VP1NP0NP0,0,ARG1
1094,i,-,a,occur,VB,a,DT,NP,VB1VP1VP1S1VP1NP0NP0,0,ARG1
1095,i,-,a,occur,VB,in,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
1096,p,n,p,set,VBN,No,DT,NP-SBJ-23,VBN1VP1VP1VP1S0NP-SBJ-230,0,ARG1
1097,v,f,a,leave,VB,Instead,RB,ADVP,VB1VP1VP1S0ADVP0,0,ARGM-DIS
1098,v,f,a,leave,VB,the,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1099,v,f,a,leave,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1100,v,f,a,leave,VB,it,PRP,NP-SBJ,VB1VP0S0NP-SBJ0,1,ARG2
1101,v,f,a,leave,VB,up,IN,PP-PRD,VB1VP0S0PP-PRD0,1,ARG1-up
1102,i,-,a,decide,VB,the,DT,NP,VB1VP1VP1S1S0PP-PRD0PP0NP0,0,ARG0
1103,p,n,a,applied,VBN,Cray,NNP,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG0
1104,p,n,a,applied,VBN,*-1,-NONE-,S,VBN1VP0S0,1,ARG1
1105,i,-,a,trade,VB,Cray,NNP,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG0
1106,i,-,a,trade,VB,on,IN,PP-LOC,VB1VP0PP-LOC0,1,ARGM-LOC
1107,v,n,a,calculate,VBP,Analysts,NNS,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
1108,v,n,a,calculate,VBP,Cray,NNP,NP,VBP1VP0NP0,1,ARG1
1109,v,n,a,calculate,VBP,at,IN,PP-CLR,VBP1VP0PP-CLR0,1,ARG2-at
1110,p,n,a,transferring,VBG,Along,IN,PP,VBG1VP1VP1S0PP0,0,ARGM-ADV
1111,p,n,a,transferring,VBG,Cray,NNP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
1112,p,n,a,transferring,VBG,about,IN,NP,VBG1VP0NP0,1,ARG1
1113,p,-,p,related,VBN,primarily,RB,NP,VBN1ADJP1NP0NP0,0,ARG1
1114,p,-,p,related,VBN,to,TO,PP,VBN1ADJP0PP0,1,ARG2-to
1115,v,n,a,show,VBP,Pro-forma,JJ,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
1116,v,n,a,show,VBP,clearly,RB,ADVP-MNR,VBP1VP0ADVP-MNR0,0,ARGM-MNR
1117,v,n,a,show,VBP,why,WRB,SBAR-NOM,VBP1VP0SBAR-NOM0,1,ARG1
1118,v,p,a,favored,VBD,Cray,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1119,v,p,a,favored,VBD,the,DT,NP,VBD1VP0NP0,1,ARG1
1120,v,p,a,favored,VBD,why,WRB,WHADVP-1,VBD1VP1S1SBAR-NOM0WHADVP-10,0,ARGM-CAU
1121,i,-,a,report,VB,the,DT,NP-SBJ-2,VB1VP1VP1S1ADJP-PRD1VP1VP1VP1S0NP-SBJ-20,0,ARG0
1122,i,-,a,report,VB,a,DT,NP,VB1VP0NP0,1,ARG1
1123,v,p,a,posted,VBD,it,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1124,v,p,a,posted,VBD,the,DT,NP,VBD1VP1S1SBAR1NP0NP0,0,ARG1
1125,p,p,a,existed,VBN,it,PRP,NP-SBJ,VBN1VP1SINV0NP-SBJ0,0,ARG1
1126,p,p,a,existed,VBN,then,RB,ADVP-TMP,VBN1VP0ADVP-TMP0,1,ARGM-TMP
1127,p,-,a,incurred,VBN,On,IN,PP,VBN1VP1VP1VP1S0PP0,0,ARGM-DIS
1128,p,-,a,incurred,VBN,had,VBD,SBAR-ADV,VBN1VP1VP1VP1S0SBAR-ADV0,0,ARGM-ADV
1129,p,-,a,incurred,VBN,Cray,NNP,NP-SBJ,VBN1VP1VP1VP1S0NP-SBJ0,0,ARG0
1130,p,-,a,incurred,VBN,would,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
1131,p,-,a,incurred,VBN,a,DT,NP,VBN1VP0NP0,1,ARG1
1132,p,-,p,reached,VBN,could,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
1133,p,-,p,reached,VBN,n't,RB,RB,VBN1VP1VP1VP0RB0,0,ARGM-NEG
1134,p,-,p,reached,VBN,Mr.,NNP,NP,VBN1VP1VP1VP1S1SBAR1NP-SBJ0NP0,0,ARG1
1135,p,-,p,reached,VBN,for,IN,PP-PRP,VBN1VP0PP-PRP0,1,ARGM-PNC
1136,v,f,a,work,VB,Mr.,NNP,NP-SBJ,VB1VP1VP1VP1S0NP-SBJ0,0,ARG0
1137,v,f,a,work,VB,will,MD,MD,VB1VP1VP1VP0MD0,0,ARGM-MOD
1138,v,f,a,work,VB,for,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG2-for
1139,v,f,a,work,VB,as,IN,PP,VB1VP0PP0,1,ARG1-as
1140,v,p,a,had,VBD,he,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1141,v,p,a,had,VBD,the,DT,NP,VBD1VP1S1SBAR1NP0NP0,0,ARG1
1142,p,-,p,Regarded,VBN,as,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-as
1143,p,-,p,Regarded,VBN,*-25,-NONE-,-NONE-,VBN1VP1S-ADV0NP-SBJ-10-NONE-0,0,ARG1
1144,p,p,p,paid,VBN,*-25,-NONE-,S-ADV,VBN1VP1VP1S0S-ADV0,0,ARGM-CAU
1145,p,p,p,paid,VBN,Mr.,NNP,NP-SBJ-25,VBN1VP1VP1S0NP-SBJ-250,0,ARG2
1146,p,p,p,paid,VBN,$,$,NP,VBN1VP0NP0,1,ARG1
1147,p,p,p,paid,VBN,at,IN,PP-LOC,VBN1VP0PP-LOC0,1,ARGM-LOC
1148,p,p,p,paid,VBN,last,JJ,NP-TMP,VBN1VP0NP-TMP0,1,ARGM-TMP
1149,p,f,p,paid,VBN,At,IN,PP-LOC,VBN1VP1VP1VP1S0PP-LOC0,0,ARGM-LOC
1150,p,f,p,paid,VBN,will,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
1151,p,f,p,paid,VBN,he,PRP,NP-SBJ-26,VBN1VP1VP1VP1S0NP-SBJ-260,0,ARG2
1152,p,f,p,paid,VBN,$,$,NP,VBN1VP0NP0,1,ARG1
1153,v,n,a,includes,VBZ,Besides,IN,PP,VBZ1VP1S0PP0,0,ARGM-ADV
1154,v,n,a,includes,VBZ,other,JJ,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG2
1155,v,n,a,includes,VBZ,Neil,NNP,NP,VBZ1VP0NP0,1,ARG1
1156,v,p,a,came,VBD,All,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
1157,v,p,a,came,VBD,from,IN,PP-DIR,VBD1VP0PP-DIR0,1,ARG2-from
1158,v,n,a,employs,VBZ,Cray,NNP,NP,VBZ1VP1S1SBAR1NP-SBJ0NP0,0,ARG0
1159,v,n,a,employs,VBZ,currently,RB,ADVP-TMP,VBZ1VP1S0ADVP-TMP0,0,ARGM-TMP
1160,v,n,a,employs,VBZ,241,CD,NP,VBZ1VP0NP0,1,ARG1
1161,v,p,a,said,VBD,Cray,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1162,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1163,v,n,a,expects,VBZ,it,PRP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
1164,v,n,a,expects,VBZ,a,DT,NP,VBZ1VP0NP0,1,ARG1
1165,v,n,a,expects,VBZ,by,IN,PP-TMP,VBZ1VP0PP-TMP0,1,ARGM-TMP
1166,p,p,p,named,VBN,John,NNP,NP-SBJ-27,VBN1VP1VP1S0NP-SBJ-270,0,ARG1
1167,p,p,p,named,VBN,senior,JJ,NP-PRD,VBN1VP0S0NP-PRD0,1,ARG2
1168,v,f,a,continue,VB,He,PRP,NP-SBJ-1,VB1VP1VP1S0NP-SBJ-10,0,ARG1
1169,v,f,a,continue,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1170,i,-,a,report,VB,He,PRP,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG0
1171,i,-,a,report,VB,to,TO,PP-CLR,VB1VP0PP-CLR0,1,ARG2-to
1172,p,p,p,named,VBN,Arthur,NNP,NP-SBJ-28,VBN1VP1VP1S0NP-SBJ-280,0,ARG1
1173,p,p,p,named,VBN,executive,NN,NP-PRD,VBN1VP0S0NP-PRD0,1,ARG2
1174,p,p,p,named,VBN,John,NNP,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG1
1175,p,p,p,named,VBN,to,TO,VP,VBN1VP0S0VP0,1,ARG2
1176,i,-,a,succeed,VB,John,NNP,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG0
1177,i,-,a,succeed,VB,Mr.,NNP,NP,VB1VP0NP0,1,ARG1
1178,i,-,a,succeed,VB,as,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG2-as
1179,p,p,p,named,VBN,Robert,NNP,NP-SBJ-29,VBN1VP1VP1S0NP-SBJ-290,0,ARG1
1180,p,p,p,named,VBN,senior,JJ,NP-PRD,VBN1VP0S0NP-PRD0,1,ARG2
1181,p,-,a,claiming,VBG,The,DT,NP-SBJ-1,VBG1VP1S-ADV1S0NP-SBJ-10,0,ARG0
1182,p,-,a,claiming,VBG,some,DT,NP,VBG1VP0NP0,1,ARG1
1183,v,p,a,removed,VBD,The,DT,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
1184,v,p,a,removed,VBD,*-1,-NONE-,S-ADV,VBD1VP1S0S-ADV0,0,ARGM-ADV
1185,v,p,a,removed,VBD,South,NNP,NP,VBD1VP0NP0,1,ARG1
1186,v,p,a,removed,VBD,from,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARG2-from
1187,p,n,a,watching,VBG,it,PRP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
1188,p,n,a,watching,VBG,closely,RB,ADVP-MNR,VBG1VP0ADVP-MNR0,0,ARGM-MNR
1189,p,n,a,watching,VBG,countries,NNS,NP,VBG1VP1VP1S1SBAR1NP0NP0,0,ARG1
1190,p,n,a,watching,VBG,for,IN,PP-CLR,VBG1VP0PP-CLR0,1,ARGM-CAU
1191,g,-,-,failing,VBG,countries,NNS,NP,VBG1VP1S-NOM1PP-CLR1VP1VP1S1SBAR1NP0NP0,0,ARG1
1192,g,-,-,failing,VBG,allegedly,RB,ADVP,VBG1VP0ADVP0,0,ARGM-ADV
1193,g,-,-,failing,VBG,*-3,-NONE-,S,VBG1VP0S0,1,ARG2
1194,i,-,a,honor,VB,countries,NNS,NP,VB1VP1VP1S1VP1S-NOM1PP-CLR1VP1VP1S1SBAR1NP0NP0,0,ARG0
1195,i,-,a,honor,VB,U.S.,NNP,NP,VB1VP0NP0,1,ARG1
1196,v,f,a,remain,VB,However,RB,ADVP,VB1VP1VP1S-TPC-10ADVP0,0,ARGM-DIS
1197,v,f,a,remain,VB,five,CD,NP-SBJ,VB1VP1VP1S-TPC-10NP-SBJ0,0,ARG1
1198,v,f,a,remain,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1199,v,f,a,remain,VB,on,IN,PP-LOC-PRD,VB1VP0PP-LOC-PRD0,1,ARG3-on
1200,v,f,a,remain,VB,as,IN,PP-PRP,VB1VP0PP-PRP0,1,ARGM-CAU
1201,v,p,a,announced,VBD,U.S.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1202,v,p,a,announced,VBD,However,RB,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
1203,-,-,a,face,VB,Under,IN,PP-LOC,VB1VP1VP1S0PP-LOC0,0,ARGM-LOC
1204,-,-,a,face,VB,those,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1205,-,-,a,face,VB,could,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1206,-,-,a,face,VB,accelerated,JJ,NP,VB1VP0NP0,1,ARG1
1207,-,-,a,face,VB,if,IN,SBAR-ADV,VB1VP0SBAR-ADV0,1,ARGM-ADV
1208,v,n,a,improve,VB,they,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1209,v,n,a,improve,VB,n't,RB,RB,VB1VP1VP0RB0,0,ARGM-NEG
1210,v,n,a,improve,VB,their,PRP$,NP,VB1VP0NP0,1,ARG1
1211,v,n,a,improve,VB,by,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
1212,v,p,a,said,VBD,Mrs.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1213,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1214,v,p,a,placed,VBD,she,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1215,v,p,a,placed,VBD,the,DT,NP,VBD1VP1S1SBAR1NP0NP0,0,ARG1
1216,v,p,a,placed,VBD,under,IN,PP-DIR-CLR,VBD1VP0PP-DIR-CLR0,1,ARG2-under
1217,p,-,a,varying,VBG,degrees,NNS,NNS,VBG1NP0NNS0,1,ARG1
1218,p,n,a,made,VBN,many,JJ,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
1219,p,n,a,made,VBN,genuine,JJ,NP,VBN1VP0NP0,1,ARG1
1220,v,p,a,said,VBD,She,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1221,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1222,p,-,a,growing,VBG,realization,NN,NN,VBG1NP-PRD0NN0,1,ARG1
1223,v,n,a,harms,VBZ,denial,NN,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
1224,v,n,a,harms,VBZ,all,DT,NP,VBZ1VP0NP0,1,ARG1
1225,p,-,a,trading,VBG,nations,NNS,NNS,VBG1NP0NNS0,1,ARG0
1226,p,-,a,offending,VBG,country,NN,NN,VBG1NP0NN0,1,ARG0
1227,v,n,a,argue,VBP,U.S.,NNP,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
1228,v,n,a,argue,VBP,that,IN,SBAR,VBP1VP0SBAR0,1,ARG1
1229,p,-,a,hurting,VBG,countries,NNS,NP-SBJ-1,VBG1VP1VP1VP1S0NP-SBJ-10,0,ARG0
1230,p,-,a,hurting,VBG,could,MD,MD,VBG1VP1VP1VP0MD0,0,ARGM-MOD
1231,p,-,a,hurting,VBG,themselves,PRP,NP,VBG1VP0NP0,1,ARG1-REC
1232,p,-,a,hurting,VBG,by,IN,PP,VBG1VP0PP0PP0,1,ARG2-by
1233,p,-,a,hurting,VBG,countries,NNS,NP-SBJ-1,VBG1VP1VP1VP1S0NP-SBJ-10,0,ARG0
1234,p,-,a,hurting,VBG,could,MD,MD,VBG1VP1VP1VP0MD0,0,ARGM-MOD
1235,p,-,a,hurting,VBG,themselves,PRP,NP,VBG1VP0NP0,1,ARG1-REC
1236,p,-,a,hurting,VBG,by,IN,PP,VBG1VP0PP0PP0,1,ARG2-by
1237,g,-,-,discouraging,VBG,countries,NNS,NP-SBJ-1,VBG1VP1S-NOM1PP1PP1VP1VP1VP1S0NP-SBJ-10,0,ARG0
1238,g,-,-,discouraging,VBG,their,PRP$,NP,VBG1VP0NP0,1,ARG1
1239,g,-,-,deterring,VBG,countries,NNS,NP-SBJ-1,VBG1VP1S-NOM1PP1PP1VP1VP1VP1S0NP-SBJ-10,0,ARG0
1240,g,-,-,deterring,VBG,U.S.,NNP,NP-2,VBG1VP0NP-20,1,ARG1
1241,g,-,-,deterring,VBG,from,IN,PP-CLR,VBG1VP0PP-CLR0,1,ARG2-from
1242,g,-,-,investing,VBG,U.S.,NNP,NP-2,VBG1VP1VP1S-NOM1PP-CLR1VP0NP-20,0,ARG0
1243,g,-,-,investing,VBG,there,RB,ADVP-LOC,VBG1VP1VP0ADVP-LOC0,1,ARG2
1244,g,-,-,marketing,VBG,U.S.,NNP,NP-2,VBG1VP1VP1S-NOM1PP-CLR1VP0NP-20,0,ARG0
1245,g,-,-,marketing,VBG,their,PRP$,NP,VBG1VP0NP0,1,ARG1
1246,g,-,-,marketing,VBG,there,RB,ADVP-LOC,VBG1VP1VP0ADVP-LOC0,1,ARGM-LOC
1247,v,p,a,lauded,VBD,Mrs.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1248,v,p,a,lauded,VBD,South,NNP,NP-1,VBD1VP0NP-10,1,ARG1
1249,v,p,a,lauded,VBD,for,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARG2-for
1250,g,-,-,creating,VBG,South,NNP,NP-1,VBG1VP1S-NOM1PP-CLR1VP0NP-10,0,ARG0
1251,g,-,-,creating,VBG,an,DT,NP,VBG1VP0NP0,1,ARG1
1252,p,-,p,trained,VBN,special,JJ,NP,VBN1VP1NP0NP0,0,ARG2
1253,p,-,p,trained,VBN,*,-NONE-,S,VBN1VP0S0,1,ARG1
1254,i,-,a,pursue,VB,special,JJ,NP,VB1VP1VP1S1VP1NP0NP0,0,ARG0
1255,i,-,a,pursue,VB,movie,NN,NP,VB1VP0NP0,1,ARG1
1256,p,n,a,instituted,VBN,Seoul,NNP,NP-SBJ,VBN1VP1VP1S-TPC-10NP-SBJ0,0,ARG0
1257,p,n,a,instituted,VBN,also,RB,ADVP,VBN1VP1VP1S-TPC-10ADVP0,0,ARGM-DIS
1258,p,n,a,instituted,VBN,effective,JJ,NP,VBN1VP0NP0,1,ARG1
1259,i,-,a,aid,VB,Seoul,NNP,NP-SBJ,VB1VP1VP1S1SBAR1NP1VP1VP1S-TPC-10NP-SBJ0,0,ARG0
1260,i,-,a,aid,VB,these,DT,NP,VB1VP0NP0,1,ARG2
1261,i,-,a,aid,VB,effective,JJ,NP,VB1VP1VP1S1SBAR1NP0NP0,0,ARGM-MNR
1262,v,p,a,said,VBD,she,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1263,v,p,a,said,VBD,Seoul,NNP,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
1264,p,n,a,improved,VBN,Taiwan,NNP,NP-SBJ-2,VBN1VP1VP1S0NP-SBJ-20,0,ARG0
1265,p,n,a,improved,VBN,its,PRP$,NP,VBN1VP0NP0,1,ARG1
1266,p,n,a,improved,VBN,by,IN,PP-MNR,VBN1VP0PP-MNR0,1,ARGM-MNR
1267,g,-,-,initialing,VBG,Taiwan,NNP,NP-SBJ-2,VBG1VP1VP1S-NOM1PP-MNR1VP1VP1S0NP-SBJ-20,0,ARG0
1268,g,-,-,initialing,VBG,a,DT,NP,VBG1VP0NP0,1,ARG1
1269,p,-,a,amending,VBG,Taiwan,NNP,NP-SBJ-2,VBG1VP1VP1S-NOM1PP-MNR1VP1VP1S0NP-SBJ-20,0,ARG0
1270,p,-,a,amending,VBG,its,PRP$,NP,VBG1VP0NP0,1,ARG1
1271,p,-,a,introducing,VBG,Taiwan,NNP,NP-SBJ-2,VBG1VP1VP1S-NOM1PP-MNR1VP1VP1S0NP-SBJ-20,0,ARG0
1272,p,-,a,introducing,VBG,legislation,NN,NP,VBG1VP0NP0,1,ARG1
1273,i,-,a,protect,VB,Taiwan,NNP,NP-SBJ-2,VB1VP1VP1S1SBAR1NP1VP1VP1S-NOM1PP-MNR1VP1VP1S0NP-SBJ-20,0,ARG0
1274,i,-,a,protect,VB,foreign,JJ,NP,VB1VP0NP0,1,ARG1
1275,i,-,a,protect,VB,from,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG2-from
1276,-,-,a,compel,VB,That,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1277,-,-,a,compel,VB,could,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1278,-,-,a,compel,VB,Taipei,NNP,NP-SBJ,VB1VP0S0NP-SBJ0,1,ARG1
1279,-,-,a,compel,VB,to,TO,VP,VB1VP0S0VP0,1,ARG2
1280,p,-,a,growing,VBG,number,NN,NN,VBG1NP0NN0,1,ARG1
1281,i,-,a,pay,VB,Taipei,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1282,i,-,a,pay,VB,movie,NN,NP,VB1VP0NP0,1,ARG2
1283,i,-,a,pay,VB,for,IN,PP-PRP,VB1VP0PP-PRP0,1,ARGM-PNC
1284,g,-,-,showing,VBG,movie,NN,NP,VBG1VP1S-NOM1PP-PRP1VP0NP0,0,ARG0
1285,g,-,-,showing,VBG,their,PRP$,NP,VBG1VP0NP0,1,ARG1
1286,p,n,a,vowed,VBN,Saudi,NNP,NP-SBJ-2,VBN1VP1VP1S-TPC-10NP-SBJ-20,0,ARG0
1287,p,n,a,vowed,VBN,",",",",PRN,VBN1VP1VP1S-TPC-10PRN0,0,ARGM-DIS
1288,p,n,a,vowed,VBN,*-2,-NONE-,S,VBN1VP0S0,1,ARG1
1289,i,-,a,enact,VB,Saudi,NNP,NP-SBJ-2,VB1VP1VP1S1S1VP1VP1S-TPC-10NP-SBJ-20,0,ARG0
1290,i,-,a,enact,VB,a,DT,NP,VB1VP0NP0,1,ARG1
1291,i,-,a,apply,VB,Saudi,NNP,NP-SBJ-2,VB1VP1VP1S1S1VP1VP1S-TPC-10NP-SBJ-20,0,ARG0
1292,i,-,a,apply,VB,the,DT,NP,VB1VP0NP0,1,ARG1
1293,i,-,a,apply,VB,to,TO,PP,VB1VP0PP-CLR0PP0,1,ARG2-to
1294,i,-,a,apply,VB,Saudi,NNP,NP-SBJ-2,VB1VP1VP1S1S1VP1VP1S-TPC-10NP-SBJ-20,0,ARG0
1295,i,-,a,apply,VB,the,DT,NP,VB1VP0NP0,1,ARG1
1296,i,-,a,apply,VB,to,TO,PP,VB1VP0PP-CLR0PP0,1,ARG2-to
1297,v,p,a,said,VBD,Mrs.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1298,v,p,a,said,VBD,Saudi,NNP,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
1299,v,f,a,remain,VB,They,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG1
1300,v,f,a,remain,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1301,v,f,a,remain,VB,on,IN,PP-LOC-PRD,VB1VP0PP-LOC-PRD0,1,ARG3-on
1302,v,n,a,includes,VBZ,a,DT,NP,VBZ1VP1S1SBAR1NP0NP0,0,ARG2
1303,v,n,a,includes,VBZ,17,CD,NP,VBZ1VP0NP0,1,ARG1
1304,p,n,p,deemed,VBN,Those,DT,NP-SBJ-1,VBN1VP1VP1VP1S0NP-SBJ-10,0,ARG1
1305,p,n,p,deemed,VBN,to,TO,VP,VBN1VP0S0VP0,1,ARG2
1306,i,-,a,pose,VB,Those,DT,NP-SBJ-1,VB1VP1VP1S1VP1VP1VP1S0NP-SBJ-10,0,ARG0
1307,i,-,a,pose,VB,less-serious,JJ,NP,VB1VP0NP0NP0,1,ARG1
1308,i,-,a,pose,VB,for,IN,PP,VB1VP0NP0PP0,1,ARG2-for
1309,p,-,a,specializing,VBG,a,DT,NP,VBG1VP1NP0NP0,0,ARG0
1310,p,-,a,specializing,VBG,in,IN,PP-CLR,VBG1VP0PP-CLR0,1,ARG1-in
1311,v,p,a,said,VBD,Gary,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1312,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1313,p,-,p,combined,VBN,with,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-with
1314,p,-,p,combined,VBN,the,DT,NP,VBN1VP1NP-SBJ0NP0,0,ARG1
1315,p,-,a,growing,VBG,recognition,NN,NN,VBG1NP0NN0,1,ARG1
1316,g,-,-,protecting,VBG,*,-NONE-,-NONE-,VBG1VP1S-NOM-SBJ0NP-SBJ0-NONE-0,0,ARG0
1317,g,-,-,protecting,VBG,intellectual,JJ,NP,VBG1VP0NP0,1,ARG1
1318,v,p,a,prompted,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1319,v,p,a,prompted,VBD,the,DT,NP,VBD1VP0NP0,1,ARG1
1320,p,-,p,made,VBN,the,DT,NP,VBN1VP1NP0NP0,0,ARG1
1321,p,-,p,made,VBN,by,IN,PP,VBN1VP0PP0,1,ARG0-by
1322,v,n,a,tells,VBZ,this,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
1323,v,n,a,tells,VBZ,us,PRP,NP,VBZ1VP0NP0,1,ARG2
