Index,Roleset,Form,Tense,Voice,Predicate,V POS,Head Word,Head Word POS,Phrase type,Path,Relative Position,Target
978,talk.01,p,n,a,talking,VBG,it,PRP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
979,talk.01,p,n,a,talking,VBG,with,IN,PP-CLR,VBG1VP0PP-CLR0,1,ARG2-with
980,anticipate.01,p,p,p,anticipated,VBN,many,JJ,NP-SBJ-19,VBN1VP1VP1S-ADV0NP-SBJ-190,0,ARG1
981,anticipate.01,p,p,p,anticipated,VBN,when,WRB,SBAR-TMP,VBN1VP0SBAR-TMP0,1,ARGM-TMP
982,announce.01,v,p,a,announced,VBD,Minneapolis-based,JJ,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
983,announce.01,v,p,a,announced,VBD,first,RB,ADVP-TMP,VBD1VP1S0ADVP-TMP0,0,ARGM-TMP
984,announce.01,v,p,a,announced,VBD,the,DT,NP,VBD1VP0NP0,1,ARG1
985,announce.01,v,p,a,announced,VBD,in,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
986,announce.01,v,p,a,announced,VBD,when,WRB,WHADVP-1,VBD1VP1S1SBAR-TMP0WHADVP-10,0,ARGM-TMP
987,attach.01,v,p,a,attached,VBD,it,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
988,attach.01,v,p,a,attached,VBD,the,DT,NP,VBD1VP1S1SBAR1NP-SBJ-30NP0,0,ARG1
989,attach.01,v,p,a,attached,VBD,to,TO,PP-CLR,VBD1VP0PP-CLR0,1,ARG1-to
990,make.02,p,p,p,made,VBN,While,IN,SBAR,VBN1VP1VP1VP1S0SBAR0,0,ARGM-ADV
991,make.02,p,p,p,made,VBN,the,DT,NP-SBJ-3,VBN1VP1VP1VP1S0NP-SBJ-30,0,ARG1
992,make.02,p,p,p,made,VBN,n't,RB,RB,VBN1VP1VP1VP0RB0,0,ARGM-NEG
993,make.02,p,p,p,made,VBN,*-3,-NONE-,S,VBN1VP0S0,1,ARG2
994,make.02,p,p,p,made,VBN,until,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
995,have.03,v,p,a,have,VB,We,PRP,NP-SBJ,VB1VP1VP1S-TPC-10NP-SBJ0,0,ARG0
996,have.03,v,p,a,have,VB,n't,RB,RB,VB1VP1VP0RB0,0,ARGM-NEG
997,have.03,v,p,a,have,VB,much,RB,NP,VB1VP0NP0,1,ARG1
998,say.01,v,p,a,said,VBD,Cray,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
999,say.01,v,p,a,said,VBD,We,PRP,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
1000,say.01,v,p,a,said,VBD,in,IN,PP-LOC,VBD1VP0PP-LOC0,1,ARGM-LOC
1001,complete.01,p,-,p,completed,VBN,without,IN,PP,VBN1VP1VP1VP1S0PP0,0,ARGM-ADV
1002,complete.01,p,-,p,completed,VBN,could,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
1003,complete.01,p,-,p,completed,VBN,not,RB,RB,VBN1VP1VP1VP0RB0,0,ARGM-NEG
1004,complete.01,p,-,p,completed,VBN,it,PRP,NP-SBJ-20,VBN1VP1VP1VP1S0NP-SBJ-200,0,ARG1
1005,want.01,v,p,a,want,VB,Cray,NNP,NP-SBJ-1,VB1VP1VP1S0NP-SBJ-10,0,ARG0
1006,want.01,v,p,a,want,VB,not,RB,RB,VB1VP1VP0RB0,0,ARGM-NEG
1007,want.01,v,p,a,want,VB,*-1,-NONE-,S,VB1VP0S0,1,ARG1
1008,fund.01,i,-,a,fund,VB,Cray,NNP,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG0
1009,fund.01,i,-,a,fund,VB,a,DT,NP,VB1VP0NP0,1,ARG1
1010,include.01,v,p,a,include,VB,a,DT,NP,VB1VP1VP1S1SBAR1NP0NP0,0,ARG2
1011,include.01,v,p,a,include,VB,not,RB,RB,VB1VP1VP0RB0,0,ARGM-NEG
1012,include.01,v,p,a,include,VB,Seymour,NNP,NP,VB1VP0NP0,1,ARG1
1013,say.01,v,p,a,said,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1014,say.01,v,p,a,said,VBD,also,RB,ADVP,VBD1VP1S0ADVP0,0,ARGM-DIS
1015,say.01,v,p,a,said,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
1016,anticipate.01,v,n,a,anticipates,VBZ,Cray,NNP,NP-SBJ-1,VBZ1VP1S0NP-SBJ-10,0,ARG0
1017,anticipate.01,v,n,a,anticipates,VBZ,*-1,-NONE-,S,VBZ1VP0S0,1,ARG1
1018,need.01,g,-,-,needing,VBG,Cray,NNP,NP-SBJ-1,VBG1VP1S1VP1S0NP-SBJ-10,0,ARG0
1019,need.01,g,-,-,needing,VBG,perhaps,RB,NP,VBG1VP0NP0,1,ARG1
1020,need.01,g,-,-,needing,VBG,beginning,VBG,PP-TMP,VBG1VP0PP-TMP0,1,ARGM-TMP
1021,call.01,v,p,a,called,VBD,But,CC,CC,VBD1VP1S0CC0,0,ARGM-DIS
1022,call.01,v,p,a,called,VBD,Mr.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1023,call.01,v,p,a,called,VBD,that,IN,NP-SBJ,VBD1VP0S0NP-SBJ0,1,ARG1
1024,call.01,v,p,a,called,VBD,``,``,NP-PRD,VBD1VP0S0NP-PRD0,1,ARG2
1025,cause.01,v,p,a,caused,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1026,cause.01,v,p,a,caused,VBD,Cray,NNP,S,VBD1VP0S0,1,ARG1
1027,jump.01,i,-,a,jump,VB,Cray,NNP,NP-SBJ-1,VB1VP1VP1S0NP-SBJ-10,0,ARG1
1028,jump.01,i,-,a,jump,VB,$,$,NP-EXT,VB1VP0NP-EXT0,1,ARG2-EXT
1029,jump.01,i,-,a,jump,VB,yesterday,NN,NP-TMP,VB1VP0NP-TMP0,1,ARGM-TMP
1030,jump.01,i,-,a,jump,VB,*-1,-NONE-,S-CLR,VB1VP0S-CLR0,1,ARG4
1031,close.02,i,-,a,close,VB,Cray,NNP,NP-SBJ-1,VB1VP1VP1S-CLR1VP1VP1S0NP-SBJ-10,0,ARG1
1032,close.02,i,-,a,close,VB,at,IN,PP-LOC-CLR,VB1VP0PP-LOC-CLR0,1,ARGM-EXT
1033,close.02,i,-,a,close,VB,in,IN,PP-LOC,VB1VP0PP-LOC0,1,ARGM-LOC
1034,note.XX,v,p,a,noted,VBD,Analysts,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1035,note.XX,v,p,a,noted,VBD,yesterday,NN,NP-TMP,VBD1VP0NP-TMP0,1,ARGM-TMP
1036,note.XX,v,p,a,noted,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
1037,link.01,i,-,a,link,VB,Cray,NNP,NP,VB1VP1VP1S1NP-SBJ0NP0,0,ARG0
1038,link.01,i,-,a,link,VB,its,PRP$,NP,VB1VP0NP0,1,ARG1
1039,link.01,i,-,a,link,VB,to,TO,PP-CLR,VB1VP0PP-CLR0,1,ARG1-to
1040,complicate.01,v,f,a,complicate,VB,Cray,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1041,complicate.01,v,f,a,complicate,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1042,complicate.01,v,f,a,complicate,VB,a,DT,NP,VB1VP0NP0,1,ARG1
1043,consider.01,p,-,p,considered,VBN,has,VBZ,VBZ,VBN1VP1VP1VP1S1VP0VBZ0,0,ARGM-MOD
1044,consider.01,p,-,p,considered,VBN,It,PRP,NP-SBJ-2,VBN1VP1VP1VP1S1VP1S-TPC-10NP-SBJ-20,0,ARG1
1045,consider.01,p,-,p,considered,VBN,as,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-as
1046,say.01,v,p,a,said,VBD,It,PRP,S-TPC-1,VBD1VP1SINV0S-TPC-10,0,ARG1
1047,say.01,v,p,a,said,VBD,Gary,NNP,NP-SBJ,VBD1VP1SINV0NP-SBJ0,1,ARG0
1048,say.01,v,p,a,said,VBD,he,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1049,say.01,v,p,a,said,VBD,Cray,NNP,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
1050,believe.01,v,n,a,believe,VBP,You,PRP,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
1051,believe.01,v,n,a,believe,VBP,0,-NONE-,SBAR,VBP1VP0SBAR0,1,ARG1
1052,include.01,v,n,a,include,VBP,Besides,IN,PP,VBP1VP1S0PP0,0,ARGM-ADV
1053,include.01,v,n,a,include,VBP,other,JJ,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG2
1054,include.01,v,n,a,include,VBP,the,DT,NP,VBP1VP0NP0,1,ARG1
1055,describe.01,v,n,a,describe,VBP,The,DT,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
1056,describe.01,v,n,a,describe,VBP,those,DT,NP-2,VBP1VP0NP-20,1,ARG1
1057,describe.01,v,n,a,describe,VBP,as,IN,PP-CLR,VBP1VP0PP-CLR0,1,ARG2-as
1058,make.01,p,n,p,made,VBN,those,DT,NP,VBN1VP1VP1S1SBAR1NP-20NP0,0,ARG1
1059,make.01,p,n,p,made,VBN,of,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-of
1060,require.01,v,f,a,require,VB,they,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1061,require.01,v,f,a,require,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1062,require.01,v,f,a,require,VB,special,JJ,NP,VB1VP0NP0,1,ARG1
1063,contain.01,v,f,a,contain,VB,In,IN,PP,VB1VP1VP1S0PP0,0,ARGM-DIS
1064,contain.01,v,f,a,contain,VB,the,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1065,contain.01,v,f,a,contain,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1066,contain.01,v,f,a,contain,VB,16,CD,NP,VB1VP0NP0,1,ARG1
1067,face.01,v,f,a,face,VB,Cray,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1068,face.01,v,f,a,face,VB,also,RB,ADVP,VB1VP1VP1S0ADVP0,0,ARGM-DIS
1069,face.01,v,f,a,face,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1070,face.01,v,f,a,face,VB,intense,JJ,NP,VB1VP0NP0,1,ARG1
1071,have.03,v,n,a,has,VBZ,Cray,NNP,NP,VBZ1VP1S1SBAR1SBAR1NP0NP0,0,ARG0
1072,have.03,v,n,a,has,VBZ,about,RB,NP,VBZ1VP0NP0,1,ARG1
1073,expect.01,p,n,p,expected,VBN,Cray,NNP,NP,VBN1VP1VP1S1SBAR1SBAR1NP0NP0,0,ARG1
1074,roll.02,i,-,a,roll,VB,Cray,NNP,NP,VB1VP1VP1S1VP1VP1S1SBAR1SBAR1NP0NP0,0,ARG0
1075,roll.02,i,-,a,roll,VB,the,DT,NP,VB1VP0NP0,1,ARG1
1076,roll.02,i,-,a,roll,VB,in,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
1077,compete.01,v,f,a,compete,VB,The,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1078,compete.01,v,f,a,compete,VB,also,RB,ADVP,VB1VP1VP1S0ADVP0,0,ARGM-DIS
1079,compete.01,v,f,a,compete,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1080,compete.01,v,f,a,compete,VB,with,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG1-with
1081,say.01,v,p,a,said,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1082,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1083,believe.01,v,n,a,believes,VBZ,it,PRP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
1084,believe.01,v,n,a,believes,VBZ,0,-NONE-,SBAR,VBZ1VP0SBAR0,1,ARG1
1085,price.01,p,-,p,priced,VBN,supercomputers,NNS,NP,VBN1VP1NP0NP0,0,ARG1
1086,price.01,p,-,p,priced,VBN,$,$,NP,VBN1VP0PP0NP0,1,ARG2-between
1087,receive.01,i,-,a,receive,VB,Cray,NNP,NP-SBJ-1,VB1VP1VP1S1VP1S0NP-SBJ-10,0,ARG0
1088,receive.01,i,-,a,receive,VB,one,CD,NP,VB1VP0NP0,1,ARG1
1089,receive.01,i,-,a,receive,VB,for,IN,PP,VB1VP0PP0,1,ARG3-for
1090,receive.01,i,-,a,receive,VB,in,IN,PP-LOC,VB1VP0PP-LOC0,1,ARGM-LOC
1091,own.01,v,n,a,own,VBP,they,PRP,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
1092,own.01,v,n,a,own,VBP,every,DT,NP,VBP1VP1S1SBAR1NP0NP0,0,ARG1
1093,expect.01,p,-,p,expected,VBN,a,DT,NP,VBN1VP1NP0NP0,0,ARG1
1094,occur.01,i,-,a,occur,VB,a,DT,NP,VB1VP1VP1S1VP1NP0NP0,0,ARG1
1095,occur.01,i,-,a,occur,VB,in,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
1096,set.01,p,n,p,set,VBN,No,DT,NP-SBJ-23,VBN1VP1VP1VP1S0NP-SBJ-230,0,ARG1
1097,leave.01,v,f,a,leave,VB,Instead,RB,ADVP,VB1VP1VP1S0ADVP0,0,ARGM-DIS
1098,leave.01,v,f,a,leave,VB,the,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1099,leave.01,v,f,a,leave,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1100,leave.01,v,f,a,leave,VB,it,PRP,NP-SBJ,VB1VP0S0NP-SBJ0,1,ARG2
1101,leave.01,v,f,a,leave,VB,up,IN,PP-PRD,VB1VP0S0PP-PRD0,1,ARG1-up
1102,decide.01,i,-,a,decide,VB,the,DT,NP,VB1VP1VP1S1S0PP-PRD0PP0NP0,0,ARG0
1103,apply.01,p,n,a,applied,VBN,Cray,NNP,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG0
1104,apply.01,p,n,a,applied,VBN,*-1,-NONE-,S,VBN1VP0S0,1,ARG1
1105,trade.01,i,-,a,trade,VB,Cray,NNP,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG0
1106,trade.01,i,-,a,trade,VB,on,IN,PP-LOC,VB1VP0PP-LOC0,1,ARGM-LOC
1107,calculate.01,v,n,a,calculate,VBP,Analysts,NNS,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
1108,calculate.01,v,n,a,calculate,VBP,Cray,NNP,NP,VBP1VP0NP0,1,ARG1
1109,calculate.01,v,n,a,calculate,VBP,at,IN,PP-CLR,VBP1VP0PP-CLR0,1,ARG2-at
1110,transfer.01,p,n,a,transferring,VBG,Along,IN,PP,VBG1VP1VP1S0PP0,0,ARGM-ADV
1111,transfer.01,p,n,a,transferring,VBG,Cray,NNP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
1112,transfer.01,p,n,a,transferring,VBG,about,IN,NP,VBG1VP0NP0,1,ARG1
1113,relate.01,p,-,p,related,VBN,primarily,RB,NP,VBN1ADJP1NP0NP0,0,ARG1
1114,relate.01,p,-,p,related,VBN,to,TO,PP,VBN1ADJP0PP0,1,ARG2-to
1115,show.01,v,n,a,show,VBP,Pro-forma,JJ,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
1116,show.01,v,n,a,show,VBP,clearly,RB,ADVP-MNR,VBP1VP0ADVP-MNR0,0,ARGM-MNR
1117,show.01,v,n,a,show,VBP,why,WRB,SBAR-NOM,VBP1VP0SBAR-NOM0,1,ARG1
1118,favor.01,v,p,a,favored,VBD,Cray,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1119,favor.01,v,p,a,favored,VBD,the,DT,NP,VBD1VP0NP0,1,ARG1
1120,favor.01,v,p,a,favored,VBD,why,WRB,WHADVP-1,VBD1VP1S1SBAR-NOM0WHADVP-10,0,ARGM-CAU
1121,report.01,i,-,a,report,VB,the,DT,NP-SBJ-2,VB1VP1VP1S1ADJP-PRD1VP1VP1VP1S0NP-SBJ-20,0,ARG0
1122,report.01,i,-,a,report,VB,a,DT,NP,VB1VP0NP0,1,ARG1
1123,post.01,v,p,a,posted,VBD,it,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1124,post.01,v,p,a,posted,VBD,the,DT,NP,VBD1VP1S1SBAR1NP0NP0,0,ARG1
1125,exist.01,p,p,a,existed,VBN,it,PRP,NP-SBJ,VBN1VP1SINV0NP-SBJ0,0,ARG1
1126,exist.01,p,p,a,existed,VBN,then,RB,ADVP-TMP,VBN1VP0ADVP-TMP0,1,ARGM-TMP
1127,incur.01,p,-,a,incurred,VBN,On,IN,PP,VBN1VP1VP1VP1S0PP0,0,ARGM-DIS
1128,incur.01,p,-,a,incurred,VBN,had,VBD,SBAR-ADV,VBN1VP1VP1VP1S0SBAR-ADV0,0,ARGM-ADV
1129,incur.01,p,-,a,incurred,VBN,Cray,NNP,NP-SBJ,VBN1VP1VP1VP1S0NP-SBJ0,0,ARG0
1130,incur.01,p,-,a,incurred,VBN,would,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
1131,incur.01,p,-,a,incurred,VBN,a,DT,NP,VBN1VP0NP0,1,ARG1
1132,reach.02,p,-,p,reached,VBN,could,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
1133,reach.02,p,-,p,reached,VBN,n't,RB,RB,VBN1VP1VP1VP0RB0,0,ARGM-NEG
1134,reach.02,p,-,p,reached,VBN,Mr.,NNP,NP,VBN1VP1VP1VP1S1SBAR1NP-SBJ0NP0,0,ARG1
1135,reach.02,p,-,p,reached,VBN,for,IN,PP-PRP,VBN1VP0PP-PRP0,1,ARGM-PNC
1136,work.01,v,f,a,work,VB,Mr.,NNP,NP-SBJ,VB1VP1VP1VP1S0NP-SBJ0,0,ARG0
1137,work.01,v,f,a,work,VB,will,MD,MD,VB1VP1VP1VP0MD0,0,ARGM-MOD
1138,work.01,v,f,a,work,VB,for,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG2-for
1139,work.01,v,f,a,work,VB,as,IN,PP,VB1VP0PP0,1,ARG1-as
1140,have.03,v,p,a,had,VBD,he,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1141,have.03,v,p,a,had,VBD,the,DT,NP,VBD1VP1S1SBAR1NP0NP0,0,ARG1
1142,regard.01,p,-,p,Regarded,VBN,as,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-as
1143,regard.01,p,-,p,Regarded,VBN,*-25,-NONE-,-NONE-,VBN1VP1S-ADV0NP-SBJ-10-NONE-0,0,ARG1
1144,pay.01,p,p,p,paid,VBN,*-25,-NONE-,S-ADV,VBN1VP1VP1S0S-ADV0,0,ARGM-CAU
1145,pay.01,p,p,p,paid,VBN,Mr.,NNP,NP-SBJ-25,VBN1VP1VP1S0NP-SBJ-250,0,ARG2
1146,pay.01,p,p,p,paid,VBN,$,$,NP,VBN1VP0NP0,1,ARG1
1147,pay.01,p,p,p,paid,VBN,at,IN,PP-LOC,VBN1VP0PP-LOC0,1,ARGM-LOC
1148,pay.01,p,p,p,paid,VBN,last,JJ,NP-TMP,VBN1VP0NP-TMP0,1,ARGM-TMP
1149,pay.01,p,f,p,paid,VBN,At,IN,PP-LOC,VBN1VP1VP1VP1S0PP-LOC0,0,ARGM-LOC
1150,pay.01,p,f,p,paid,VBN,will,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
1151,pay.01,p,f,p,paid,VBN,he,PRP,NP-SBJ-26,VBN1VP1VP1VP1S0NP-SBJ-260,0,ARG2
1152,pay.01,p,f,p,paid,VBN,$,$,NP,VBN1VP0NP0,1,ARG1
1153,include.01,v,n,a,includes,VBZ,Besides,IN,PP,VBZ1VP1S0PP0,0,ARGM-ADV
1154,include.01,v,n,a,includes,VBZ,other,JJ,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG2
1155,include.01,v,n,a,includes,VBZ,Neil,NNP,NP,VBZ1VP0NP0,1,ARG1
1156,come.03,v,p,a,came,VBD,All,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
1157,come.03,v,p,a,came,VBD,from,IN,PP-DIR,VBD1VP0PP-DIR0,1,ARG2-from
1158,employ.01,v,n,a,employs,VBZ,Cray,NNP,NP,VBZ1VP1S1SBAR1NP-SBJ0NP0,0,ARG0
1159,employ.01,v,n,a,employs,VBZ,currently,RB,ADVP-TMP,VBZ1VP1S0ADVP-TMP0,0,ARGM-TMP
1160,employ.01,v,n,a,employs,VBZ,241,CD,NP,VBZ1VP0NP0,1,ARG1
1161,say.01,v,p,a,said,VBD,Cray,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1162,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1163,expect.01,v,n,a,expects,VBZ,it,PRP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
1164,expect.01,v,n,a,expects,VBZ,a,DT,NP,VBZ1VP0NP0,1,ARG1
1165,expect.01,v,n,a,expects,VBZ,by,IN,PP-TMP,VBZ1VP0PP-TMP0,1,ARGM-TMP
1166,name.01,p,p,p,named,VBN,John,NNP,NP-SBJ-27,VBN1VP1VP1S0NP-SBJ-270,0,ARG1
1167,name.01,p,p,p,named,VBN,senior,JJ,NP-PRD,VBN1VP0S0NP-PRD0,1,ARG2
1168,continue.01,v,f,a,continue,VB,He,PRP,NP-SBJ-1,VB1VP1VP1S0NP-SBJ-10,0,ARG1
1169,continue.01,v,f,a,continue,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1170,report.01,i,-,a,report,VB,He,PRP,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG0
1171,report.01,i,-,a,report,VB,to,TO,PP-CLR,VB1VP0PP-CLR0,1,ARG2-to
1172,name.01,p,p,p,named,VBN,Arthur,NNP,NP-SBJ-28,VBN1VP1VP1S0NP-SBJ-280,0,ARG1
1173,name.01,p,p,p,named,VBN,executive,NN,NP-PRD,VBN1VP0S0NP-PRD0,1,ARG2
1174,name.01,p,p,p,named,VBN,John,NNP,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG1
1175,name.01,p,p,p,named,VBN,to,TO,VP,VBN1VP0S0VP0,1,ARG2
1176,succeed.02,i,-,a,succeed,VB,John,NNP,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG0
1177,succeed.02,i,-,a,succeed,VB,Mr.,NNP,NP,VB1VP0NP0,1,ARG1
1178,succeed.02,i,-,a,succeed,VB,as,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG2-as
1179,name.01,p,p,p,named,VBN,Robert,NNP,NP-SBJ-29,VBN1VP1VP1S0NP-SBJ-290,0,ARG1
1180,name.01,p,p,p,named,VBN,senior,JJ,NP-PRD,VBN1VP0S0NP-PRD0,1,ARG2
1181,claim.01,p,-,a,claiming,VBG,The,DT,NP-SBJ-1,VBG1VP1S-ADV1S0NP-SBJ-10,0,ARG0
1182,claim.01,p,-,a,claiming,VBG,some,DT,NP,VBG1VP0NP0,1,ARG1
1183,remove.01,v,p,a,removed,VBD,The,DT,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
1184,remove.01,v,p,a,removed,VBD,*-1,-NONE-,S-ADV,VBD1VP1S0S-ADV0,0,ARGM-ADV
1185,remove.01,v,p,a,removed,VBD,South,NNP,NP,VBD1VP0NP0,1,ARG1
1186,remove.01,v,p,a,removed,VBD,from,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARG2-from
1187,watch.01,p,n,a,watching,VBG,it,PRP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
1188,watch.01,p,n,a,watching,VBG,closely,RB,ADVP-MNR,VBG1VP0ADVP-MNR0,0,ARGM-MNR
1189,watch.01,p,n,a,watching,VBG,countries,NNS,NP,VBG1VP1VP1S1SBAR1NP0NP0,0,ARG1
1190,watch.01,p,n,a,watching,VBG,for,IN,PP-CLR,VBG1VP0PP-CLR0,1,ARGM-CAU
1191,fail.01,g,-,-,failing,VBG,countries,NNS,NP,VBG1VP1S-NOM1PP-CLR1VP1VP1S1SBAR1NP0NP0,0,ARG1
1192,fail.01,g,-,-,failing,VBG,allegedly,RB,ADVP,VBG1VP0ADVP0,0,ARGM-ADV
1193,fail.01,g,-,-,failing,VBG,*-3,-NONE-,S,VBG1VP0S0,1,ARG2
1194,honor.01,i,-,a,honor,VB,countries,NNS,NP,VB1VP1VP1S1VP1S-NOM1PP-CLR1VP1VP1S1SBAR1NP0NP0,0,ARG0
1195,honor.01,i,-,a,honor,VB,U.S.,NNP,NP,VB1VP0NP0,1,ARG1
1196,remain.01,v,f,a,remain,VB,However,RB,ADVP,VB1VP1VP1S-TPC-10ADVP0,0,ARGM-DIS
1197,remain.01,v,f,a,remain,VB,five,CD,NP-SBJ,VB1VP1VP1S-TPC-10NP-SBJ0,0,ARG1
1198,remain.01,v,f,a,remain,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1199,remain.01,v,f,a,remain,VB,on,IN,PP-LOC-PRD,VB1VP0PP-LOC-PRD0,1,ARG3-on
1200,remain.01,v,f,a,remain,VB,as,IN,PP-PRP,VB1VP0PP-PRP0,1,ARGM-CAU
1201,announce.01,v,p,a,announced,VBD,U.S.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1202,announce.01,v,p,a,announced,VBD,However,RB,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
1203,face.01,-,-,a,face,VB,Under,IN,PP-LOC,VB1VP1VP1S0PP-LOC0,0,ARGM-LOC
1204,face.01,-,-,a,face,VB,those,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1205,face.01,-,-,a,face,VB,could,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1206,face.01,-,-,a,face,VB,accelerated,JJ,NP,VB1VP0NP0,1,ARG1
1207,face.01,-,-,a,face,VB,if,IN,SBAR-ADV,VB1VP0SBAR-ADV0,1,ARGM-ADV
1208,improve.01,v,n,a,improve,VB,they,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1209,improve.01,v,n,a,improve,VB,n't,RB,RB,VB1VP1VP0RB0,0,ARGM-NEG
1210,improve.01,v,n,a,improve,VB,their,PRP$,NP,VB1VP0NP0,1,ARG1
1211,improve.01,v,n,a,improve,VB,by,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
1212,say.01,v,p,a,said,VBD,Mrs.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1213,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1214,place.01,v,p,a,placed,VBD,she,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1215,place.01,v,p,a,placed,VBD,the,DT,NP,VBD1VP1S1SBAR1NP0NP0,0,ARG1
1216,place.01,v,p,a,placed,VBD,under,IN,PP-DIR-CLR,VBD1VP0PP-DIR-CLR0,1,ARG2-under
