Index,Roleset,Form,Tense,Voice,Predicate,V POS,Head Word,Head Word POS,Phrase type,Path,Relative Position
1346,issue.01,i,0,a,issue,VB,Mrs.,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
1347,issue.01,i,0,a,issue,VB,another,DT,NP,VB1VP0NP0,1
1348,issue.01,i,0,a,issue,VB,by,IN,PP-TMP,VB1VP0PP-TMP0,1
1349,deem.01,p,n,a,deemed,VBD,So,IN,ADVP-TMP,VBD1VP1VP1S0ADVP-TMP0,0
1350,deem.01,p,n,a,deemed,VBD,Mrs.,NNP,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0
1351,deem.01,p,n,a,deemed,VBD,n't,RB,RB,VBD1VP1VP0RB0,0
1352,deem.01,p,n,a,deemed,VBD,any,DT,NP-SBJ-1,VBD1VP0S0NP-SBJ-10,1
1353,deem.01,p,n,a,deemed,VBD,bad,JJ,ADJP-PRD,VBD1VP0S0ADJP-PRD0,1
1354,merit.01,i,0,a,merit,VB,any,DT,NP-SBJ-1,VB1VP1VP1S1ADJP-PRD1S0NP-SBJ-10,0
1355,merit.01,i,0,a,merit,VB,an,DT,NP,VB1VP0NP0,1
1356,merit.01,i,0,a,merit,VB,under,IN,PP-LOC,VB1VP1VP1S0PP-LOC0,1
1360,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1
1361,ask.02,v,f,a,ask,VB,it,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
1363,ask.02,v,f,a,ask,VB,creditor,NN,NP-1,VB1VP0NP-10,1
1364,ask.02,v,f,a,ask,VB,*-1,-NONE-,S,VB1VP0S0,1
1365,halve.01,i,0,a,halve,VB,creditor,NN,NP-1,VB1VP1VP1S1VP0NP-10,0
1366,halve.01,i,0,a,halve,VB,its,PRP$,NP,VB1VP0NP0,1
1367,develop.01,p,0,a,developing,VBG,world,NN,NN,VBG1NP0NN0,1
1368,believe.01,p,n,p,believed,VBN,The,DT,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0
1369,call.XX,p,n,p,called,VBN,such,JJ,NP-SBJ-3,VBN1VP1VP1VP1S0NP-SBJ-30,0
1371,call.XX,p,n,p,called,VBN,the,DT,NP,VBN1VP1VP1VP1S1SBAR-TMP1NP-PRD0NP0,0
1372,pay.01,p,n,a,paid,VBN,The,DT,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0
1374,pay.01,p,n,a,paid,VBN,on,IN,PP,VBN1VP0PP0,1
1375,pay.01,p,n,a,paid,VBN,since,IN,PP-TMP,VBN1VP0PP-TMP0,1
1376,aspire.01,v,n,a,aspires,VBZ,Argentina,NNP,NP-SBJ-2,VBZ1VP1S-TPC-10NP-SBJ-20,0
1377,aspire.01,v,n,a,aspires,VBZ,*-2,-NONE-,S,VBZ1VP0S0,1
1378,reach.01,i,0,a,reach,VB,Argentina,NNP,NP-SBJ-2,VB1VP1VP1S1VP1S-TPC-10NP-SBJ-20,0
1379,reach.01,i,0,a,reach,VB,a,DT,NP,VB1VP0NP0,1
1380,say.01,v,p,a,said,VBD,Mr.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1381,say.01,v,p,a,said,VBD,Argentina,NNP,S-TPC-1,VBD1VP1S0S-TPC-10,0
1383,meet.03,v,p,a,met,VBD,Mr.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1384,meet.03,v,p,a,met,VBD,in,IN,PP-TMP,VBD1VP0PP-TMP0,1
1385,meet.03,v,p,a,met,VBD,with,IN,PP-CLR,VBD1VP0PP-CLR0,1
1388,say.01,p,n,a,said,VBD,Mr.,NNP,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0
1389,say.01,p,n,a,said,VBD,recently,RB,ADVP-TMP,VBD1VP1VP1S0ADVP-TMP0,0
1391,take.01,v,p,a,took,VBD,President,NNP,NP,VBD1VP1S1SBAR1NP0NP0,0
1392,take.01,v,p,a,took,VBD,office,NN,NP,VBD1VP0NP0,1
1394,feel.02,v,n,a,feels,VBZ,the,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0
1395,feel.02,v,n,a,feels,VBZ,0,-NONE-,SBAR,VBZ1VP0SBAR0,1
1396,solve.01,p,0,p,solved,VBN,may,MD,MD,VBN1VP1VP1VP0MD0,0
1397,solve.01,p,0,p,solved,VBN,the,DT,NP-SBJ-31,VBN1VP1VP1VP1S0NP-SBJ-310,0
1398,solve.01,p,0,p,solved,VBN,the,DT,NP,VBN1VP1VP1VP1S1SBAR1NP-PRD0NP0,0
1401,say.01,p,n,a,said,VBD,not,RB,RB,VBD1VP1VP0RB0,0
1402,say.01,p,n,a,said,VBD,before,IN,ADVP-TMP,VBD1VP0ADVP-TMP0,1
1403,say.01,p,n,a,said,VBD,that,IN,SBAR,VBD1VP0SBAR0,1
1404,want.01,v,n,a,wants,VBZ,the,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0
1406,forgive.01,p,0,p,forgiven,VBN,half,PDT,NP-SBJ-2,VBN1VP1S0NP-SBJ-20,0
1407,report.01,v,f,a,report,VB,During,IN,PP-TMP,VB1VP1VP1S0PP-TMP0,0
1408,report.01,v,f,a,report,VB,The,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
1410,report.01,v,f,a,report,VB,events,NNS,NP,VB1VP0NP0,1
1411,stand.01,v,n,a,stand,VBP,events,NNS,NP,VBP1VP1S1SBAR1NP0NP0,0
1412,stand.01,v,n,a,stand,VBP,as,IN,PP-CLR,VBP1VP0PP-CLR0,1
1413,change.01,v,p,a,CHANGED,VBD,THREE,CD,NP,VBD1VP1S1SBAR1NP-SBJ-320NP0,0
1414,change.01,v,p,a,CHANGED,VBD,the,DT,NP,VBD1VP0NP0,1
1415,launch.01,p,p,p,launched,VBN,THREE,CD,NP-SBJ-32,VBN1VP1VP1S0NP-SBJ-320,0
1416,launch.01,p,p,p,launched,VBN,in,IN,PP-TMP,VBN1VP0PP-TMP0,1
1417,come.01,v,p,a,came,VBD,That,DT,NP-TMP,VBD1VP1S0NP-TMP0,0
1418,come.01,v,p,a,came,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1419,come.01,v,p,a,came,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1
1420,use.01,i,0,a,use,VB,",",",",PRN,VB1VP1VP1S1VP1VP1S0PRN0,0
1421,use.01,i,0,a,use,VB,had,VBD,VBD,VB1VP1VP1S1VP0VBD0,0
1422,use.01,i,0,a,use,VB,Apple,NNP,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0
1424,use.01,i,0,a,use,VB,as,IN,PP-CLR,VB1VP0PP-CLR0,1
1425,store.01,v,p,a,stored,VBD,Apple,NNP,NP-SBJ-1,VBD1VP1VP1S0NP-SBJ-10,0
1427,store.01,v,p,a,stored,VBD,data,NNS,NP,VBD1VP0NP0,1
1428,store.01,v,p,a,stored,VBD,on,IN,PP-LOC,VBD1VP0PP-LOC0,1
1429,build.01,p,p,p,built,VBN,Apple,NNP,NP,VBN1VP1VP1S1SBAR1NP0NP0,0
1430,build.01,p,p,p,built,VBN,in,IN,PP-LOC,VBN1VP0PP-LOC0,1
1432,build.01,p,p,p,built,VBN,for,IN,PP-BNF,VBN1VP0PP-BNF0,1
1434,trigger.01,v,p,a,triggered,VBD,these,DT,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0
1435,trigger.01,v,p,a,triggered,VBD,explosive,JJ,NP,VBD1VP0NP0,1
1437,have.03,v,p,a,had,VBD,the,DT,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0
1438,have.03,v,p,a,had,VBD,--,:,PRN,VBD1VP1VP1S0PRN0,0
1441,store.01,0,0,a,store,VB,--,:,PRN,VB1VP1VP1VP1S0PRN0,0
1442,store.01,0,0,a,store,VB,could,MD,MD,VB1VP1VP0MD0,0
1443,store.01,0,0,a,store,VB,about,IN,NP,VB1VP0NP0,1
1444,store.01,0,0,a,store,VB,in,IN,PP-LOC,VB1VP0PP-LOC0,1
1446,have.03,v,n,a,have,VBP,memory,NN,NP,VBP1VP0NP0,1
1447,develop.02,v,p,a,developed,VBD,William,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1448,develop.02,v,p,a,developed,VBD,in,IN,PP-TMP,VBD1VP1S0PP-TMP0,0
1449,develop.02,v,p,a,developed,VBD,an,DT,NP,VBD1VP0NP0,1
1452,become.01,v,p,a,became,VBD,six,CD,SBAR-TMP,VBD1VP0SBAR-TMP0,1
1453,adapt.01,v,p,a,adapted,VBD,IBM,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1455,adapt.01,v,p,a,adapted,VBD,in,IN,PP-TMP,VBD1VP0PP-TMP0,1
1456,lead.02,v,p,a,led,VBD,Alan,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1457,lead.02,v,p,a,led,VBD,the,DT,NP,VBD1VP0NP0,1
1460,allow.01,v,n,a,allow,VBP,the,DT,NP,VBP1VP1S1SBAR1NP0NP0,0
1462,share.01,i,0,a,share,VB,PCs,NNS,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
1463,share.01,i,0,a,share,VB,data,NNS,NP,VB1VP0NP0,1
1464,share.01,i,0,a,share,VB,via,IN,PP-MNR,VB1VP0PP-MNR0,1
1465,offer.01,v,p,a,offer,VB,IBM,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
1466,offer.01,v,p,a,offer,VB,n't,RB,RB,VB1VP1VP0RB0,0
1467,offer.01,v,p,a,offer,VB,its,PRP$,NP,VB1VP0NP0,1
1468,offer.01,v,p,a,offer,VB,until,IN,PP-TMP,VB1VP0PP-TMP0,1
1469,offer.01,v,p,a,offer,VB,as,IN,SBAR-TMP,VB1VP0SBAR-TMP0,1
1470,enter.01,v,p,a,entered,VBD,many,JJ,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1471,enter.01,v,p,a,entered,VBD,the,DT,NP,VBD1VP0NP0,1
1472,total.01,v,n,a,total,VBP,Today,NN,NP-TMP,VBP1VP1S0NP-TMP0,0
1473,total.01,v,n,a,total,VBP,PC,NN,NP-SBJ,VBP1VP1S0NP-SBJ0,0
1475,total.01,v,n,a,total,VBP,some,DT,NP,VBP1VP0NP0,1
1476,total.01,v,n,a,total,VBP,world-wide,JJ,ADVP-LOC,VBP1VP0ADVP-LOC0,1
1478,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1
1479,acquire.01,v,p,a,acquired,VBD,its,PRP$,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1480,acquire.01,v,p,a,acquired,VBD,Kalipharma,NNP,NP,VBD1VP0NP0,1
1481,acquire.01,v,p,a,acquired,VBD,for,IN,PP-CLR,VBD1VP0PP-CLR0,1
1482,sell.01,v,n,a,sells,VBZ,a,DT,NP,VBZ1VP1S1SBAR1NP-PRD0NP0,0
1483,sell.01,v,n,a,sells,VBZ,products,NNS,NP,VBZ1VP0NP0,1
1487,own.01,v,n,a,owns,VBZ,it,PRP,NP-SBJ,VBZ1VP1VP1S0NP-SBJ0,0
1488,own.01,v,n,a,owns,VBZ,33,CD,NP,VBZ1VP0NP0,1
1490,have.03,v,n,a,has,VBZ,an,DT,NP,VBZ1VP0NP0,1
1493,prefer.01,p,0,p,preferred,VBN,stock,NN,NN,VBN1NP0NN0,1
1494,give.01,v,n,a,gives,VBZ,That,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0
1495,give.01,v,n,a,gives,VBZ,Faulding,NNP,NP,VBZ1VP0NP0,1
1497,increase.01,i,0,a,increase,VB,Faulding,NNP,NP,VB1VP1VP1S1NP1VP0NP0,0
1499,increase.01,i,0,a,increase,VB,to,TO,PP-DIR,VB1VP0PP-DIR0,1
1500,raise.01,p,f,p,raised,VBN,will,MD,MD,VBN1VP1VP1VP0MD0,0
1501,raise.01,p,f,p,raised,VBN,Oil,NN,NP-SBJ-34,VBN1VP1VP1VP1S0NP-SBJ-340,0
1502,raise.01,p,f,p,raised,VBN,by,IN,PP-EXT,VBN1VP0PP-EXT0,1
1503,raise.01,p,f,p,raised,VBN,to,TO,PP-DIR,VBN1VP0PP-DIR0,1
1504,raise.01,p,f,p,raised,VBN,with,IN,PP,VBN1VP0PP0,1
1506,schedule.01,p,0,p,scheduled,VBN,*,-NONE-,S,VBN1VP0S0,1
1507,bring.01,p,0,p,brought,VBN,five,CD,NP,VBN1VP1VP1VP1S1VP1NP0NP0,0
1508,bring.01,p,0,p,brought,VBN,into,IN,PP-CLR,VBN1VP0PP-CLR0,1
1509,bring.01,p,0,p,brought,VBN,before,IN,PP-TMP,VBN1VP0PP-TMP0,1
1510,operate.01,v,n,a,operate,VBP,Esso,NNP,NP-SBJ,VBP1VP1S0NP-SBJ0,0
1511,operate.01,v,n,a,operate,VBP,the,DT,NP,VBP1VP0NP0,1
1513,say.01,v,p,a,said,VBD,Esso,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1514,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1
1515,start.01,v,p,a,started,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1516,start.01,v,p,a,started,VBD,production,NN,NP,VBD1VP0NP0,1
1517,start.01,v,p,a,started,VBD,Tuesday,NNP,NP-TMP,VBD1VP0NP-TMP0,1
1518,increase.01,p,f,p,increased,VBN,Output,NN,NP-SBJ-1,VBN1VP1VP1VP1S0NP-SBJ-10,0
1519,increase.01,p,f,p,increased,VBN,will,MD,MD,VBN1VP1VP1VP0MD0,0
1520,increase.01,p,f,p,increased,VBN,gradually,RB,ADVP-MNR,VBN1VP0ADVP-MNR0,0
1521,increase.01,p,f,p,increased,VBN,until,IN,SBAR-TMP,VBN1VP0SBAR-TMP0,1
1523,reach.01,v,n,a,reaches,VBZ,about,IN,NP,VBZ1VP0NP0,1
1524,have.03,v,n,a,has,VBZ,The,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0
1525,have.03,v,n,a,has,VBZ,reserves,NNS,NP,VBZ1VP0NP0,1
1526,total.01,v,n,a,total,VBP,Reserves,NNS,NP-SBJ,VBP1VP1S0NP-SBJ0,0
1527,total.01,v,n,a,total,VBP,50,CD,NP,VBP1VP0NP0,1
1528,expect.01,p,n,p,expected,VBN,The,DT,NP-SBJ-3,VBN1VP1VP1S0NP-SBJ-30,0
1529,start.01,i,0,a,start,VB,The,DT,NP-SBJ-3,VB1VP1VP1S1VP1VP1S0NP-SBJ-30,0
1530,produce.01,g,0,0,producing,VBG,The,DT,NP-SBJ-3,VBG1VP1S1VP1VP1S1VP1VP1S0NP-SBJ-30,0
1531,produce.01,g,0,0,producing,VBG,early,JJ,NP-TMP-2,VBG1VP0NP-TMP-20,1
1532,say.01,v,p,a,said,VBD,Esso,NN,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1533,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1
1534,develop.02,p,p,p,developed,VBN,the,DT,NP-SBJ-36,VBN1VP1VP1S0NP-SBJ-360,0
1535,develop.02,p,p,p,developed,VBN,after,IN,SBAR-TMP,VBN1VP0SBAR-TMP0,1
1538,decide.01,v,p,a,decided,VBD,*-2,-NONE-,S,VBD1VP0S0,1
1539,make.01,i,0,a,make,VB,the,DT,NP-SBJ-2,VB1VP1VP1S1VP1S0NP-SBJ-20,0
1540,make.01,i,0,a,make,VB,the,DT,NP,VB1VP0NP0,1
1542,say.01,v,p,a,said,VBD,R.P.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1544,complete.01,v,p,a,completed,VBD,it,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1545,complete.01,v,p,a,completed,VBD,the,DT,NP,VBD1VP0NP0,1
1547,lead.02,p,0,p,led,VBD,by,IN,PP,VBD1VP0PP0,1
1548,follow.01,p,0,a,Following,VBG,the,DT,NP,VBG1PP-TMP0NP0,1
1549,lead.02,p,0,p,led,VBN,a,DT,NP,VBN1VP1NP0NP0,0
1550,lead.02,p,0,p,led,VBN,by,IN,PP,VBN1VP0PP0,1
1551,decide.01,v,p,a,decided,VBD,Following,VBG,PP-TMP,VBD1VP1S0PP-TMP0,0
1552,decide.01,v,p,a,decided,VBD,the,DT,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0
1553,decide.01,v,p,a,decided,VBD,*-1,-NONE-,S,VBD1VP0S0,1
1555,divest.01,i,0,a,divest,VB,itself,PRP,NP,VB1VP0NP0,1
1556,divest.01,i,0,a,divest,VB,of,IN,PP-CLR,VB1VP0PP-CLR0,1
1557,say.01,v,p,a,said,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1558,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1
1560,approve.01,p,n,a,approved,VBN,duty-free,JJ,NP,VBN1VP0NP0,1
1561,produce.01,p,n,p,produced,VBN,n't,RB,RB,VBN1VP1VP0RB0,0
1562,produce.01,p,n,p,produced,VBN,certain,JJ,NP,VBN1VP1VP1S1SBAR1NP0NP0,0
1563,produce.01,p,n,p,produced,VBN,in,IN,PP-MNR,VBN1VP0PP-MNR0,1
1565,come.01,v,p,a,came,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1568,file.01,p,0,p,filed,VBN,by,IN,PP,VBN1VP0PP0,1
1569,file.01,p,0,p,filed,VBN,for,IN,PP,VBN1VP1NP0PP0,1
1571,deny.01,p,p,p,denied,VBN,Previously,RB,ADVP-TMP,VBN1VP1VP1S0ADVP-TMP0,0
1572,deny.01,p,p,p,denied,VBN,watch,NN,NP-SBJ-37,VBN1VP1VP1S0NP-SBJ-370,0
1573,deny.01,p,p,p,denied,VBN,such,JJ,NP,VBN1VP0NP0,1
1575,request.01,p,p,a,requested,VBN,duty-free,JJ,NP,VBN1VP0NP0,1
1576,cover.01,p,0,p,covered,VBN,many,JJ,NP,VBN1VP1NP0NP0,0
1578,say.01,v,p,a,said,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1579,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1
1580,decide.01,v,p,a,decided,VBD,Mr.,NNP,NP-SBJ-1,VBD1VP1VP1S0NP-SBJ-10,0
1581,decide.01,v,p,a,decided,VBD,*-1,-NONE-,S,VBD1VP0S0,1
1582,grant.01,i,0,a,grant,VB,Mr.,NNP,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0
1583,grant.01,i,0,a,grant,VB,duty-free,JJ,NP,VB1VP0NP0,1
1584,turn.05,v,p,a,turned,VBD,Mr.,NNP,NP-SBJ-1,VBD1VP1VP1S0NP-SBJ-10,0
1586,turn.05,v,p,a,turned,VBD,because,RB,PP-PRD,VBD1VP0PP-PRD0,1
1587,locate.01,p,0,p,located,VBN,watch,VB,NP,VBN1VP1NP0NP0,0
1588,locate.01,p,0,p,located,VBN,in,IN,PP-LOC-CLR,VBN1VP0PP-LOC-CLR0,1
1589,include.01,p,0,a,including,VBG,watches,NNS,NP,VBG1PP1NP0NP0,0
1590,include.01,p,0,a,including,VBG,low-priced,JJ,NP,VBG1PP0NP0,1
1591,assemble.01,p,0,p,assembled,VBN,low-priced,JJ,NP,VBN1VP1NP0NP0,0
1592,assemble.01,p,0,p,assembled,VBN,in,IN,PP-LOC,VBN1VP0PP-LOC0,1
1594,cover.01,p,0,p,covered,VBN,other,JJ,NP,VBN1VP1NP0NP0,0
1595,cover.01,p,0,p,covered,VBN,by,IN,PP,VBN1VP0PP0,1
1596,say.01,v,p,a,said,VBD,U.S.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1597,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1
1598,total.01,v,p,a,totaled,VBD,Imports,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1599,total.01,v,p,a,totaled,VBD,about,IN,NP,VBD1VP0NP0,1
1600,total.01,v,p,a,totaled,VBD,in,IN,PP-TMP,VBD1VP0PP-TMP0,1
1601,step.02,p,n,a,stepping,VBG,its,PRP$,NP-SBJ-1,VBG1VP1VP1S0NP-SBJ-10,0
1602,step.02,p,n,a,stepping,VBG,*-1,-NONE-,S-PRP,VBG1VP0S-PRP0,1
1603,help.01,i,0,a,help,VB,its,PRP$,NP-SBJ-1,VB1VP1VP1S-PRP1VP1VP1S0NP-SBJ-10,0
1605,turn.01,0,0,a,turn,VB,its,PRP$,NP-SBJ-1,VB1VP1VP1VP1S-PRP1VP1VP1S0NP-SBJ-10,0
1606,turn.01,0,0,a,turn,VB,the,DT,NP,VB1VP0NP0,1
1607,turn.01,0,0,a,turn,VB,around,RB,ADVP-CLR,VB1VP0ADVP-CLR0,1
1608,say.01,v,p,a,said,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1609,say.01,v,p,a,said,VBD,Magna,NNP,S-TPC-2,VBD1VP1S0S-TPC-20,0
1610,direct.01,v,f,a,direct,VB,Mr.,NNP,NP-SBJ,VB1VP1VP1S-TPC-20NP-SBJ0,0
1611,direct.01,v,f,a,direct,VB,will,MD,MD,VB1VP1VP0MD0,0
1612,direct.01,v,f,a,direct,VB,an,DT,NP,VB1VP0NP0,1
1613,direct.01,v,f,a,direct,VB,until,IN,SBAR-TMP,VB1VP0SBAR-TMP0,1
1615,reduce.01,i,0,a,reduce,VB,overhead,NN,NP,VB1VP0NP0,1
1616,curb.01,i,0,a,curb,VB,*,-NONE-,-NONE-,VB1VP1VP1VP1S0NP-SBJ0-NONE-0,0
1617,curb.01,i,0,a,curb,VB,capital,NN,NP,VB1VP0NP0,1
1618,achieve.01,p,n,p,achieved,VBN,a,DT,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0
1619,maintain.01,p,n,p,maintained,VBN,a,DT,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0
1620,say.01,v,p,a,said,VBD,Magna,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1621,say.01,v,p,a,said,VBD,Mr.,NNP,S-TPC-2,VBD1VP1S0S-TPC-20,0
1622,succeed.02,v,f,a,succeed,VB,Stephen,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
1624,succeed.02,v,f,a,succeed,VB,Mr.,NNP,NP,VB1VP0NP0,1
1625,leave.02,p,n,a,left,VBN,An,DT,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0
1626,leave.02,p,n,a,left,VBN,Magna,NNP,NP-SBJ,VBN1VP0S0NP-SBJ0,1
1627,leave.02,p,n,a,left,VBN,with,IN,PP-PRD,VBN1VP0S0PP-PRD0,1
1628,leave.02,p,n,a,left,VBN,as,IN,SBAR-TMP,VBN1VP0SBAR-TMP0,1
1631,report.01,p,n,a,reported,VBN,The,DT,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0
1632,report.01,p,n,a,reported,VBN,declines,NNS,NP,VBN1VP0NP0,1
1633,report.01,p,n,a,reported,VBN,in,IN,PP-TMP,VBN1VP0PP-TMP0,1
1634,report.01,p,n,a,reported,VBN,despite,IN,PP,VBN1VP0PP0,1
1635,cut.02,v,p,a,cut,VBD,Magna,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1636,cut.02,v,p,a,cut,VBD,recently,RB,ADVP-TMP,VBD1VP1S0ADVP-TMP0,0
1637,cut.02,v,p,a,cut,VBD,its,PRP$,NP,VBD1VP0NP0,1
1639,wallow.01,p,n,a,wallowing,VBG,the,DT,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0
1640,wallow.01,p,n,a,wallowing,VBG,far,RB,PP-LOC,VBG1VP0PP-LOC0,1
1643,close.02,v,p,a,closed,VBD,Magna,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1645,close.02,v,p,a,closed,VBD,to,TO,PP,VBD1VP0ADVP-CLR0PP0,1
1647,resign.XX,v,p,a,resigned,VBD,Mr.,NNP,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0
1648,resign.XX,v,p,a,resigned,VBD,as,IN,PP-CLR,VBD1VP0PP-CLR0,1
1649,resign.XX,v,p,a,resigned,VBD,last,JJ,NP-TMP,VBD1VP0NP-TMP0,1
1650,resign.XX,v,p,a,resigned,VBD,*-1,-NONE-,S-PRP,VBD1VP0S-PRP0,1
1651,seek.01,i,0,a,seek,VB,Mr.,NNP,NP-SBJ-1,VB1VP1VP1S-PRP1VP1S0NP-SBJ-10,0
1652,seek.01,i,0,a,seek,VB,unsuccessfully,RB,ADVP-MNR,VB1VP0ADVP-MNR0,1
1653,seek.01,i,0,a,seek,VB,a,DT,NP,VB1VP0NP0,1
1654,say.01,v,p,a,said,VBD,Analysts,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1656,want.01,v,n,a,wants,VBZ,Mr.,NNP,NP-SBJ-1,VBZ1VP1S0NP-SBJ-10,0
1657,want.01,v,n,a,wants,VBZ,*-1,-NONE-,S,VBZ1VP0S0,1
1659,resume.01,i,0,a,resume,VB,a,DT,NP,VB1VP0NP0,1
1660,run.01,g,0,0,running,VBG,Mr.,NNP,NP-SBJ-1,VBG1VP1S-NOM1PP-LOC1NP1VP1VP1S1VP1S0NP-SBJ-10,0
1661,run.01,g,0,0,running,VBG,the,DT,NP,VBG1VP0NP0,1
1662,expect.01,v,n,a,expect,VBP,They,PRP,NP-SBJ,VBP1VP1S0NP-SBJ0,0
1663,expect.01,v,n,a,expect,VBP,him,PRP,S,VBP1VP0S0,1
1664,cut.02,i,0,a,cut,VB,him,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0
1665,cut.02,i,0,a,cut,VB,costs,NNS,NP,VB1VP0NP0,1
1666,cut.02,i,0,a,cut,VB,throughout,IN,PP-LOC,VB1VP0PP-LOC0,1
1667,say.01,v,p,a,said,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1669,direct.01,v,f,a,direct,VB,Mr.,NNP,NP-SBJ-1,VB1VP1VP1S0NP-SBJ-10,0
1670,direct.01,v,f,a,direct,VB,will,MD,MD,VB1VP1VP0MD0,0
1671,direct.01,v,f,a,direct,VB,personally,RB,ADVP-MNR,VB1VP0ADVP-MNR0,0
1673,direct.01,v,f,a,direct,VB,*-1,-NONE-,S-ADV,VB1VP0S-ADV0,1
1674,assist.01,p,0,p,assisted,VBN,Mr.,NNP,NP-SBJ-1,VBN1VP1S-ADV1VP1VP1S0NP-SBJ-10,0
1675,assist.01,p,0,p,assisted,VBN,by,IN,PP,VBN1VP0PP0,1
1676,reach.02,p,0,p,reached,VBN,could,MD,MD,VBN1VP1VP1VP0MD0,0
1677,reach.02,p,0,p,reached,VBN,Neither,DT,NP-SBJ-38,VBN1VP1VP1VP1S0NP-SBJ-380,0
1678,reach.02,p,0,p,reached,VBN,for,IN,PP-PRP,VBN1VP0PP-PRP0,1
1679,say.01,v,p,a,said,VBD,Magna,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0
1680,say.01,v,p,a,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1
1681,resign.XX,v,p,a,resigned,VBD,Mr.,NNP,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0
1684,pursue.01,i,0,a,pursue,VB,a,DT,NP,VB1VP0NP0,1
1687,name.01,p,p,p,named,VBN,a,DT,NP-PRD,VBN1VP0S0NP-PRD0,1
1688,buy.02,v,p,a,bought,VBD,Japanese,JJ,NP-SBJ,VBD1VP1S-TPC-10NP-SBJ0,0
1689,buy.02,v,p,a,bought,VBD,nearly,RB,ADVP-MNR,VBD1VP0ADVP-MNR0,0
